Variable Name,Variable Description,Component,Data File Description,flag_1999,flag_2000,flag_2001,flag_2002,flag_2003,flag_2004,flag_2005,flag_2006,flag_2007,flag_2008,flag_2009,flag_2010,flag_2011,flag_2012,flag_2013,flag_2014,flag_2015,flag_2016,num_flags,keep
DR1IP183,PFA 18:3 (Octadecatrienoic) (gm),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IP184,PFA 18:4 (Octadecatetraenoic) (gm),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IP204,PFA 20:4 (Eicosatetraenoic) (gm),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IP205,PFA 20:5 (Eicosapentaenoic) (gm),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IP225,PFA 22:5 (Docosapentaenoic) (gm),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IP226,PFA 22:6 (Docosahexaenoic) (gm),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IPFAT,Total polyunsaturated fatty acids (gm),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IPHOS,Phosphorus (mg),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IPOTA,Potassium (mg),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IPROT,Protein (gm),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IRET,Retinol (mcg),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IS040,SFA 4:0 (Butanoic) (gm),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IS060,SFA 6:0 (Hexanoic) (gm),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IS080,SFA 8:0 (Octanoic) (gm),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IS100,SFA 10:0 (Decanoic) (gm),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IS120,SFA 12:0 (Dodecanoic) (gm),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IS140,SFA 14:0 (Tetradecanoic) (gm),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IS160,SFA 16:0 (Hexadecanoic) (gm),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IS180,SFA 18:0 (Octadecanoic) (gm),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1ISELE,Selenium (mcg),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1ISFAT,Total saturated fatty acids (gm),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1ISODI,Sodium (mg),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,0
DR1ISODI,Sodium (mg)(adjusted for salt use in food preparation),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,6,0
DR1ISUGR,Total sugars (gm),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1ITFAT,Total fat (gm),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1ITHEO,Theobromine (mg),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IVARA,Vitamin A as retinol activity equivalents (mcg),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IVB1,Thiamin (Vitamin B1) (mg),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IVB12,Vitamin B12 (mcg),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IVB2,Riboflavin (Vitamin B2) (mg),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IVB6,Vitamin B6 (mg),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IVC,Vitamin C (mg),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IVD,Vitamin D (D2 + D3) (mcg),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,10,0
DR1IVK,Vitamin K (mcg),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1IZINC,Zinc (mg),Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1LANG,The SP/Proxy spoke mostly:,Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DR1LANG,The SP/Proxy spoke mostly:,Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DR1LANG,The respondent spoke mostly:,Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,12,0
DR1LANG,The respondent spoke mostly:,Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,12,0
DR1LANG,The respondent spoke mostly:,Dietary,"Dietary Supplement Use 24-Hour - Individual Dietary Supplements, First Day",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,10,0
DR1LANG,The respondent spoke mostly:,Dietary,"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,10,0
DR1MC,Modification code,Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,0
DR1MNRSP,Who was the main respondent for this interview?,Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,12,0
DR1MNRSP,Who was the main respondent for this interview?,Dietary,"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,8,0
DR1MRESP,Who was the main respondent for this interview?,Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
DR1MRESP,Who was the main respondent for this interview?,Dietary,"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
DR1SKY,"What type of salt was it? (Was it ordinary or seasoned salt, lite salt, or a salt substitute?)",Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0
DR1STY,"Did {you/SP} add any salt to {your/her/his} food at the table yesterday? Salt includes ordinary or seasoned salt, lite salt, or a salt substitute.",Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0
DR1TACAR,Alpha-carotene (mcg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TALCO,Alcohol (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1
DR1TATOA,Added alpha-tocopherol (Vitamin E) (mg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TATOC,Vitamin E as alpha-tocopherol (mg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TB12A,Added vitamin B12 (mcg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TBCAR,Beta-carotene (mcg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TCAFF,Caffeine (mg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TCALC,Calcium (mg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TCARB,Carbohydrate (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TCHL,Total choline (mg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,12,0
DR1TCHOL,Cholesterol (mg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TCOPP,Copper (mg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TCRYP,Beta-cryptoxanthin (mcg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TFA,Folic acid (mcg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TFDFE,Folate as dietary folate equivalents (mcg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TFF,Food folate (mcg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TFIBE,Dietary fiber (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TFOLA,Total Folate (mcg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DR1TFOLA,Total folate (mcg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,12,0
DR1TIRON,Iron (mg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TKCAL,Energy (kcal),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TLYCO,Lycopene (mcg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TLZ,Lutein + zeaxanthin (mcg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TM161,MFA 16:1 (Hexadecenoic) (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TM181,MFA 18:1 (Octadecenoic) (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TM201,MFA 20:1 (Eicosenoic) (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TM221,MFA 22:1 (Docosenoic) (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TMAGN,Magnesium (mg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TMFAT,Total monounsaturated fatty acids (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TMOIS,Moisture (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TNIAC,Niacin (mg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TNUMF,Total number of foods reported in the individual foods file,Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,0
DR1TNUMF,Total number of foods/beverages reported in the individual foods file,Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0
DR1TP182,PFA 18:2 (Octadecadienoic) (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TP183,PFA 18:3 (Octadecatrienoic) (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TP184,PFA 18:4 (Octadecatetraenoic) (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TP204,PFA 20:4 (Eicosatetraenoic) (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TP205,PFA 20:5 (Eicosapentaenoic) (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TP225,PFA 22:5 (Docosapentaenoic) (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TP226,PFA 22:6 (Docosahexaenoic) (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TPFAT,Total polyunsaturated fatty acids (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TPHOS,Phosphorus (mg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TPOTA,Potassium (mg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TPROT,Protein (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TRET,Retinol (mcg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TS040,SFA 4:0 (Butanoic) (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TS060,SFA 6:0 (Hexanoic) (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TS080,SFA 8:0 (Octanoic) (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TS100,SFA 10:0 (Decanoic) (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TS120,SFA 12:0 (Dodecanoic) (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TS140,SFA 14:0 (Tetradecanoic) (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TS160,SFA 16:0 (Hexadecanoic) (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TS180,SFA 18:0 (Octadecanoic) (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TSELE,Selenium (mcg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TSFAT,Total saturated fatty acids (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TSODI,Sodium (mg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,0
DR1TSODI,Sodium (mg) (adjusted for salt use in food preparation),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,6,0
DR1TSUGR,Total sugars (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TTFAT,Total fat (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TTHEO,Theobromine (mg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TVARA,Vitamin A as retinol activity equivalents (mcg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TVB1,Thiamin (Vitamin B1) (mg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TVB12,Vitamin B12 (mcg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TVB2,Riboflavin (Vitamin B2) (mg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TVB6,Vitamin B6 (mg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TVC,Vitamin C (mg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TVD,Vitamin D (D2 + D3) (mcg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,10,0
DR1TVK,Vitamin K (mcg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1TWS,Tap Water Source,Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DR1TWS,"When you drink tap water, what is the main source of the tap water? Is the city water supply (community water supply); a well or rain cistern; a spring; or something else?",Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,12,0
DR1TZINC,Zinc (mg),Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1_020,What time did you begin to eat/drink the meal/food?,Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1_030Z,Name of eating occasion,Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1_040Z,Did you eat this meal at home?,Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,12,0
DR1_040Z,Was this food eaten at home?,Dietary,"Dietary Interview - Individual Foods, First Day",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DR1_300,"Was the amount of food that {you/NAME} ate yesterday much more than usual, usual, or much less than usual?",Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR1_320,"Total plain water drank yesterday - including plain tap water, water from a drinking fountain, water from a water cooler, bottled water, and spring water.",Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DR1_320Z,"Total plain water drank yesterday - including plain tap water, water from a drinking fountain, water from a water cooler, bottled water, and spring water.",Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,12,0
DR1_330,Total tap water drank yesterday - including filtered tap water and water from a drinking fountain.,Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DR1_330Z,Total tap water drank yesterday - including filtered tap water and water from a drinking fountain.,Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,12,0
DR2BWATR,Total bottled water drank yesterday. (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, Second Day",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DR2BWATZ,Total bottled water drank yesterday. (gm),Dietary,"Dietary Interview - Total Nutrient Intakes, Second Day",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,12,0
DR2CCMNM,Combination food number,Dietary,"Dietary Interview - Individual Foods, Second Day",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DR2CCMNM,Combination food number (sequential number),Dietary,"Dietary Interview - Individual Foods, Second Day",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,12,0
DR2CCMTX,Combination food type,Dietary,"Dietary Interview - Individual Foods, Second Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR2CWATR,"Plain carbonated water drank yesterday - including unsweetened carbonated water, seltzer water, club soda, and carbonated bottled water such as Perrier.",Dietary,"Dietary Interview - Total Nutrient Intakes, Second Day",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DR2DAY,Intake day of the week,Dietary,"Dietary Interview - Individual Foods, Second Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR2DAY,Intake day of the week,Dietary,"Dietary Interview - Total Nutrient Intakes, Second Day",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0
DR2DAY,Intake day of the week,Dietary,"Dietary Supplement Use 24-Hour - Individual Dietary Supplements, Second Day",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,10,0
DR2DAY,Intake day of the week,Dietary,"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,10,0
DR2DBIH,# of days b/w intake and HH interview,Dietary,"Dietary Supplement Use 24-Hour - Individual Dietary Supplements, Second Day",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,0
DR2DBIH,# of days b/w intake and HH interview,Dietary,"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,0
DR2DBIH,Number of days between intake day and the day of family questionnaire administered in the household.,Dietary,"Dietary Interview - Individual Foods, Second Day",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,10,0
